GEOG,2000_POP,2010_POP,POP_CHANGE,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,POP_25OV,HS,BACH,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,MedIncFam_Hcost,MedIncFam_Tcost,MedIncFam_HTcost,Ret_Hcost,Ret_Tcost,Ret_HTcost,SPFam_Hcost,SPFam_Tcost,SPFam_HTcost,ModIncFam_Hcost,ModIncFam_Tcost,ModIncFam_HTcost,IDES_EMP,EMP_CHANGE,PCT_CHANGE,AVG_VMT,RET_SALES,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,PARK_ACC,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc
Elwood,1620,2279,659,2165.0,622.0,294.0,471.0,451.0,245.0,82.0,41.1,1988.0,61.0,58.0,0.0,58.0,2165.0,1655.0,1089.0,944.0,145.0,566.0,21,907.0,874.0,21.0,12.0,0.0,0.0,1504.0,1426.0,288.0,147.0,178.0,149.0,91.0,190.0,68.0,65240.0,823.0,696.0,127.0,31.0,854.0,558.0,185.0,31.0,21.0,8.0,5.7,282.0,396.0,127.0,49.0,1994.0,56.0,238.0,420.0,118.0,22.0,266.0,393.0,37.0,0.0,163300.0,1265.0,Manufacturing,Health Care,Retail Trade,Education,Construction,159.0,144.0,142.0,131.0,90.0,1134.0,Manufacturing,Transportation,Education,Real Estate,Administration,751.0,109.0,65.0,58.0,38.0,Joliet,Out of Region,Chicago,Unincorporated,Elwood,203.0,195.0,135.0,98.0,36.0,Out of Region,Joliet,Unincorporated,Chicago,Braidwood,250.0,180.0,108.0,60.0,47.0,28.44261,24.36675,52.80936,36.93894,15.27376,52.2127,46.32726,35.32082,81.64808,34.95571,23.80845,58.76416,,,,N/A,14114378,36765480,2207158,6455516,118833,2445737,0,47992724,N/A,104.0795327,4178.029308,270.809004,6.481740171,1.205594341,0.028855574,0,0,8.972915162,0.214764294,67.50766618,1.615777708,598.5274086,14.32559143,1532.441993,36.67858408,905.5278958,21.67356495,237.1986289,5.677284945,555.8382024,13.30383684
Evanston,74239,74486,247,75282.0,19572.0,18268.0,14650.0,13447.0,6187.0,3158.0,34.7,45505.0,7621.0,12920.0,6845.0,2391.0,68112.0,61830.0,39857.0,36577.0,3273.0,21973.0,2859,32694.0,16911.0,2125.0,7672.0,5684.0,302.0,47745.0,44786.0,31713.0,5760.0,5677.0,3964.0,3125.0,4342.0,6071.0,69347.0,28939.0,16026.0,12913.0,2832.0,31771.0,9785.0,1904.0,2407.0,1989.0,15642.0,5.0,2768.0,3701.0,9961.0,15341.0,1943.0,8199.0,10389.0,7970.0,3392.0,1821.0,1645.0,5347.0,3886.0,5148.0,342800.0,31670.0,Education,Health Care,Professional,Retail Trade,Accommodation and Food Service,5093.0,4754.0,3439.0,2760.0,2201.0,43221.0,Education,Health Care,Retail Trade,Accommodation and Food Service,Professional,12841.0,10773.0,3265.0,2933.0,2505.0,Chicago,Evanston,Out of Region,Skokie,Unincorporated,11532.0,6219.0,1248.0,997.0,628.0,Chicago,Evanston,Skokie,Out of Region,Unincorporated,16540.0,6219.0,2329.0,1917.0,1306.0,31.32044,17.75306,49.07349,40.41645,8.73492,49.15136,53.18949,23.88851,77.078,37.64669,16.28912,53.93581,40795.0,2336.0,6.074000884058347,11084.63409,999948182,1792383435,416165953,34726327,1278793,15467,0,2244569975,75,4.270730076,4991.475555,1677.954464,33.61640151,483.7566497,9.691656192,34.61011761,0.693384496,290.7540613,5.825012226,638.5821168,12.79345376,75.72239806,1.517034336,1417.364805,28.39570762,0,0,349.6763657,7.005470865,23.05457699,0.461878992
Evergreen Park,20821,19852,-969,19924.0,5456.0,3499.0,3670.0,4547.0,1488.0,1264.0,39.4,13387.0,2271.0,3872.0,149.0,245.0,19728.0,15551.0,10537.0,9322.0,1200.0,5014.0,241,8904.0,6891.0,643.0,1096.0,237.0,37.0,13233.0,12170.0,4384.0,1374.0,1369.0,1279.0,1093.0,1407.0,738.0,65744.0,7260.0,5970.0,1290.0,359.0,7619.0,6470.0,48.0,128.0,117.0,847.0,5.9,229.0,620.0,6017.0,753.0,1955.0,558.0,1699.0,3887.0,1200.0,275.0,1440.0,3853.0,570.0,107.0,185700.0,9320.0,Health Care,Education,Retail Trade,Accommodation and Food Service,Manufacturing,1391.0,1257.0,938.0,665.0,643.0,7500.0,Health Care,Retail Trade,Accommodation and Food Service,Education,Administration,2657.0,1806.0,767.0,414.0,398.0,Chicago,Evergreen Park,Out of Region,Oak Lawn,Alsip,3793.0,777.0,446.0,411.0,170.0,Chicago,Evergreen Park,Out of Region,Oak Lawn,Unincorporated,2220.0,777.0,485.0,461.0,242.0,30.68844,20.64165,51.3301,39.3589,11.56709,50.92599,52.40255,28.98034,81.38289,37.76787,19.57066,57.33853,19867.0,12106.0,155.98505347249065,16032.94127,443486315,242473061,111986869,4402301,93882,0,0,358956113,66,6.382373775,2023.223655,903.9090246,44.6766734,27.84065274,1.376054133,8.980808592,0.443886101,136.7808089,6.760538239,213.1571901,10.53552283,6.018746562,0.297483007,580.6645401,28.69996792,0,0,129.4244299,6.396941313,16.44745389,0.812933056
Flossmoor,9301,9464,163,9339.0,2433.0,1090.0,1523.0,2703.0,1095.0,495.0,47.0,4205.0,316.0,4382.0,183.0,253.0,9260.0,7408.0,4646.0,4282.0,364.0,2762.0,273,3973.0,3045.0,229.0,586.0,87.0,26.0,6446.0,6309.0,4015.0,258.0,240.0,750.0,368.0,712.0,921.0,100373.0,3249.0,2985.0,264.0,201.0,3450.0,2886.0,289.0,0.0,0.0,275.0,7.6,192.0,1309.0,1589.0,360.0,1965.0,143.0,364.0,1278.0,1197.0,468.0,354.0,1528.0,828.0,275.0,242500.0,4559.0,Health Care,Education,Retail Trade,Manufacturing,Administration,834.0,566.0,492.0,301.0,301.0,2640.0,Education,Health Care,Professional,Accommodation and Food Service,Other Service,1004.0,783.0,194.0,188.0,96.0,Chicago,Out of Region,Flossmoor,Chicago Heights,Homewood,1446.0,582.0,165.0,154.0,146.0,Out of Region,Chicago,Homewood,Flossmoor,Chicago Heights,413.0,212.0,211.0,165.0,154.0,33.52993,22.88674,56.41668,43.06073,13.89409,56.95482,59.97638,33.01574,92.99212,41.48115,22.20008,63.68123,,,,23552.49436,24734399,177839089,19020939,152688,433815,0,0,197446531,N/A,23.15000697,2340.94001,1340.266435,57.25334395,7.111219335,0.303776231,1.786449193,0.076313327,45.23203772,1.932216867,205.4274689,8.775426456,0,0,453.1534364,19.3577552,0,0,219.401621,9.37237264,68.56134177,2.928795334
Ford Heights,3456,2763,-693,2777.0,870.0,700.0,515.0,356.0,279.0,57.0,30.3,16.0,18.0,2673.0,0.0,70.0,2777.0,2114.0,1134.0,695.0,439.0,980.0,0,687.0,509.0,53.0,72.0,53.0,0.0,1663.0,1257.0,130.0,526.0,246.0,71.0,34.0,28.0,26.0,22743.0,931.0,349.0,582.0,299.0,1230.0,856.0,47.0,32.0,119.0,176.0,5.4,34.0,330.0,828.0,38.0,1966.0,78.0,370.0,552.0,164.0,66.0,324.0,25.0,0.0,0.0,62700.0,1018.0,Health Care,Education,Retail Trade,Administration,Accommodation and Food Service,250.0,104.0,92.0,76.0,71.0,1820.0,Manufacturing,Administration,Education,Public Administration,Health Care,1272.0,157.0,112.0,69.0,46.0,Chicago,Out of Region,Chicago Heights,Ford Heights,Unincorporated,372.0,111.0,53.0,49.0,22.0,Out of Region,Chicago,Chicago Heights,Park Forest,Unincorporated,714.0,139.0,108.0,78.0,64.0,28.21467,21.41337,49.62804,35.93453,12.14839,48.08292,41.68294,30.00538,71.68832,34.95744,20.36845,55.32589,,,,13031.36912,6492357,6474475,2610645,1222420,0,100741,0,10408281,N/A,0.668936637,1245.753916,140.9054935,11.31086097,3.829866923,0.307433665,32.24770492,2.588609556,39.65841221,3.183486858,33.72621602,2.707293598,63.15647165,5.069738961,229.9197968,18.45627727,416.467461,33.4309574,1.848271929,0.148365733,283.9942211,22.79697599
Forest Park,15688,14167,-1521,14202.0,2629.0,3424.0,3008.0,3323.0,1359.0,459.0,39.3,6387.0,1666.0,4639.0,1214.0,296.0,13984.0,12090.0,9060.0,8004.0,1046.0,3030.0,393,7402.0,4890.0,378.0,1779.0,332.0,23.0,10764.0,9984.0,4702.0,1535.0,1989.0,1550.0,797.0,774.0,533.0,50749.0,7178.0,3588.0,3590.0,614.0,7792.0,1618.0,508.0,1076.0,898.0,3692.0,4.4,649.0,1496.0,2746.0,2901.0,1955.0,2972.0,2990.0,1211.0,499.0,120.0,1084.0,1588.0,856.0,60.0,230200.0,6691.0,Health Care,Education,Retail Trade,Professional,Accommodation and Food Service,1186.0,645.0,622.0,542.0,502.0,6458.0,Retail Trade,Manufacturing,Accommodation and Food Service,Administration,Health Care,1424.0,1139.0,750.0,744.0,602.0,Chicago,Forest Park,Oak Park,Out of Region,Broadview,2556.0,334.0,333.0,265.0,168.0,Chicago,Out of Region,Forest Park,Berwyn,Cicero,1899.0,444.0,334.0,306.0,240.0,28.76578,16.63737,45.40315,36.16135,7.77521,43.93656,47.406,21.92076,69.32676,35.27154,15.0212,50.29274,5451.0,461.0,9.238476953907817,11839.3656,326494448,208447664,62587189,26448302,488182,0,0,297971337,N/A,1.580836219,1537.099357,198.9166557,12.94104085,140.5655515,9.144857871,10.57654262,0.688084513,110.7679896,7.206299916,638.0423334,41.50950495,89.92255263,5.850145747,319.6243377,20.79399333,0,0,22.39570586,1.457010945,6.287687497,0.409061878
Forest View,778,698,-80,774.0,157.0,160.0,101.0,168.0,102.0,86.0,45.3,476.0,292.0,0.0,3.0,3.0,774.0,657.0,409.0,356.0,53.0,248.0,9,340.0,270.0,30.0,22.0,18.0,0.0,577.0,518.0,83.0,53.0,82.0,39.0,70.0,55.0,5.0,59000.0,304.0,268.0,36.0,7.0,311.0,292.0,0.0,3.0,4.0,12.0,5.3,5.0,38.0,240.0,28.0,1955.0,14.0,126.0,145.0,21.0,5.0,93.0,153.0,11.0,11.0,171800.0,476.0,Manufacturing,Retail Trade,Health Care,Education,Accommodation and Food Service,68.0,54.0,52.0,39.0,38.0,905.0,Transportation,Wholesale Trade,Manufacturing,Public Administration,Real Estate,399.0,183.0,111.0,39.0,33.0,Chicago,Out of Region,Unincorporated,Bedford Park,Bolingbrook,147.0,37.0,22.0,13.0,11.0,Chicago,Out of Region,Unincorporated,Cicero,Berwyn,269.0,115.0,58.0,22.0,21.0,30.3884,22.16062,52.54902,39.33416,12.48077,51.81493,50.62543,31.23424,81.85967,37.22784,21.10715,58.33498,,,,18306.03087,54657038,7427035,10055057,28371082,834655,0,0,46687829,N/A,7.278368273,766.1277258,40.84658426,5.331563248,0.965606564,0.126037282,0.180252612,0.02352775,28.88976024,3.770880399,10.94501435,1.428614835,204.6168186,26.70792502,407.9080238,53.24282232,0,0,5.080301054,0.66311411,66.69536437,8.705515037
Fox Lake,9178,10579,1401,10757.0,2428.0,2088.0,2373.0,2198.0,1242.0,428.0,40.1,8673.0,1390.0,21.0,466.0,207.0,10720.0,8788.0,5960.0,5121.0,839.0,2828.0,190,4874.0,4286.0,433.0,121.0,22.0,12.0,7817.0,6994.0,1490.0,1113.0,979.0,945.0,690.0,586.0,198.0,54013.0,4511.0,3102.0,1409.0,957.0,5468.0,2589.0,1392.0,160.0,118.0,1173.0,5.1,1204.0,2956.0,958.0,350.0,1979.0,1235.0,1692.0,1804.0,603.0,134.0,1435.0,1128.0,426.0,113.0,157900.0,5419.0,Manufacturing,Retail Trade,Health Care,Education,Wholesale Trade,747.0,689.0,487.0,448.0,424.0,3001.0,Retail Trade,Health Care,Education,Accommodation and Food Service,Construction,742.0,436.0,420.0,402.0,205.0,Chicago,Out of Region,Unincorporated,Fox Lake,Waukegan,611.0,448.0,377.0,264.0,149.0,Unincorporated,Out of Region,Fox Lake,Chicago,Round Lake Beach,473.0,318.0,264.0,120.0,98.0,27.85583,22.49364,50.34947,35.1625,13.54055,48.70305,43.75692,32.21296,75.96988,33.90141,21.73419,55.63559,1960.0,-1781.0,-47.60759155306068,20770.71861,298848647,177322245,63946319,1567507,39969,876681,463681,244216402,N/A,42.68463001,6347.824258,1413.979696,22.27502903,336.671296,5.303727425,1.927588146,0.030366123,358.0544965,5.640586159,120.865752,1.904050067,1050.430749,16.54788642,1649.482967,25.98501313,564.1118091,8.886695444,451.5607013,7.113629536,400.7392031,6.313016663
Fox River Grove,4862,4854,-8,4749.0,1498.0,869.0,954.0,1084.0,255.0,89.0,35.2,4114.0,459.0,0.0,75.0,101.0,4747.0,3517.0,2723.0,2452.0,271.0,794.0,37,2408.0,2119.0,87.0,110.0,70.0,22.0,2946.0,2689.0,1123.0,209.0,322.0,184.0,187.0,280.0,384.0,86364.0,1566.0,1327.0,239.0,78.0,1644.0,1496.0,48.0,15.0,0.0,85.0,7.0,195.0,780.0,423.0,246.0,1977.0,137.0,96.0,673.0,604.0,134.0,174.0,776.0,312.0,65.0,259900.0,1753.0,Manufacturing,Retail Trade,Education,Health Care,Professional,238.0,194.0,175.0,169.0,132.0,798.0,Health Care,Accommodation and Food Service,Retail Trade,Professional,Education,163.0,126.0,99.0,84.0,75.0,Chicago,Schaumburg,Fox River Grove,Crystal Lake,Unincorporated,163.0,96.0,89.0,89.0,88.0,Unincorporated,Fox River Grove,Cary,Crystal Lake,Chicago,96.0,89.0,56.0,40.0,33.0,29.68096,23.39246,53.07342,38.41134,14.50098,52.91232,49.46469,33.88562,83.35031,36.50638,22.76967,59.27604,,,,22294.95687,58634138,98866841,13469421,395183,239604,64998,0,113036047,N/A,31.4346894,1138.457221,567.6752807,49.86355836,6.193881892,0.544059257,0,0,81.30377075,7.141574516,26.3072575,2.310781382,1.846609955,0.162202841,225.7381957,19.82843023,17.81834267,1.56513063,152.5839825,13.40269794,58.989899,5.181564835
Frankfort,10391,17782,7391,18100.0,5701.0,2057.0,4213.0,3850.0,1824.0,455.0,40.8,15711.0,404.0,1260.0,445.0,280.0,17918.0,13410.0,8960.0,8331.0,629.0,4450.0,449,7711.0,6732.0,434.0,478.0,25.0,42.0,11476.0,11096.0,6188.0,461.0,447.0,722.0,961.0,1190.0,1908.0,110829.0,5689.0,5339.0,350.0,333.0,6022.0,4764.0,983.0,31.0,101.0,143.0,7.8,2454.0,2815.0,576.0,177.0,1995.0,54.0,975.0,2094.0,2340.0,559.0,180.0,1703.0,2833.0,623.0,348600.0,9323.0,Health Care,Education,Retail Trade,Manufacturing,Professional,1144.0,1069.0,999.0,921.0,716.0,8126.0,Manufacturing,Retail Trade,Education,Accommodation and Food Service,Administration,1300.0,1149.0,897.0,759.0,665.0,Chicago,Out of Region,Frankfort,Unincorporated,Tinley Park,1676.0,828.0,692.0,363.0,341.0,Out of Region,Unincorporated,Frankfort,Chicago,New Lenox,1313.0,826.0,692.0,495.0,442.0,33.27295,24.18458,57.45753,42.12635,15.24261,57.36896,62.47761,35.1988,97.67641,41.30062,23.68199,64.98261,7694.0,683.0,9.741834260447868,26405.81241,597745935,657182007,95953106,39649377,436220,2653573,0,795874283,31,45.41643235,9588.273872,2807.659624,29.28222183,30.18479012,0.314809428,0,0,352.8865808,3.680397385,317.3148529,3.309405396,346.1627146,3.610271455,1773.384789,18.49534976,1859.974792,19.39843205,813.1074274,8.480227393,1287.598301,13.42888531
Franklin Park,19434,18333,-1101,18389.0,4527.0,3894.0,4112.0,3718.0,1579.0,559.0,38.1,9190.0,8439.0,53.0,543.0,164.0,18353.0,14834.0,10475.0,9535.0,940.0,4359.0,82,9263.0,7485.0,1103.0,295.0,245.0,135.0,12524.0,9945.0,1995.0,1077.0,1603.0,1347.0,976.0,854.0,362.0,56985.0,6219.0,4579.0,1640.0,561.0,6780.0,5078.0,112.0,147.0,218.0,1225.0,5.3,141.0,779.0,4982.0,878.0,1955.0,899.0,1957.0,2921.0,677.0,326.0,1320.0,3041.0,181.0,37.0,179900.0,8261.0,Manufacturing,Retail Trade,Health Care,Accommodation and Food Service,Administration,1292.0,933.0,831.0,721.0,701.0,15376.0,Manufacturing,Transportation,Wholesale Trade,Education,Construction,6262.0,1559.0,1555.0,1416.0,1144.0,Chicago,Franklin Park,Out of Region,Elk Grove Village,Melrose Park,2057.0,682.0,286.0,268.0,231.0,Chicago,Out of Region,Unincorporated,Franklin Park,Northlake,3479.0,1122.0,930.0,682.0,303.0,28.32798,19.47509,47.80307,36.56744,10.2258,46.79324,47.27309,26.77057,74.04366,34.8726,18.18005,53.05265,16688.0,-6405.0,-27.735677478023646,17925.87553,207817829,207907076,70309015,329610860,12524400,0,0,620351351,61,2.477500966,3050.742366,640.7199105,21.0020983,43.52452573,1.426686377,7.83389763,0.256786601,119.9917254,3.933197595,65.77174867,2.155926027,1064.014561,34.87723424,967.7900076,31.72309856,0,0,45.7801659,1.500623796,95.31582344,3.124348503
Geneva,19515,21495,1980,21662.0,6059.0,3036.0,4482.0,5364.0,1964.0,757.0,42.4,19689.0,1158.0,219.0,505.0,91.0,21384.0,16890.0,11904.0,10977.0,903.0,4986.0,1026,9764.0,8000.0,748.0,669.0,265.0,82.0,14457.0,14026.0,8151.0,903.0,1160.0,1062.0,1035.0,1523.0,2223.0,93588.0,7906.0,6416.0,1490.0,287.0,8193.0,5977.0,965.0,187.0,477.0,566.0,7.3,1632.0,4012.0,1576.0,973.0,1986.0,297.0,1713.0,2341.0,3433.0,409.0,343.0,2678.0,2629.0,766.0,309300.0,11064.0,Health Care,Retail Trade,Education,Manufacturing,Professional,1212.0,1166.0,1150.0,1105.0,1047.0,13607.0,Health Care,Retail Trade,Manufacturing,Public Administration,Accommodation and Food Service,2755.0,1918.0,1655.0,1433.0,1345.0,Geneva,Chicago,Out of Region,St. Charles,Batavia,1279.0,1253.0,834.0,705.0,553.0,Out of Region,Unincorporated,Geneva,Aurora,St. Charles,1538.0,1510.0,1279.0,1217.0,764.0,32.75484,22.15235,54.9072,41.88785,13.11126,54.99911,57.19608,31.59317,88.78925,40.16392,21.32542,61.48934,12218.0,-367.0,-2.9161700437028206,20161.57274,496995467,666227302,186130959,44411334,1403751,2422086,0,900595432,46,55.88244919,6393.069858,2029.354124,31.74303064,43.99729897,0.688203007,3.313421182,0.051828327,358.3390118,5.605116474,442.8219898,6.926593947,319.1808108,4.992606336,1349.24988,21.10488248,481.3933118,7.529924159,1190.579546,18.62297101,174.8404632,2.734843621
Gilberts,1279,6879,5600,7256.0,2475.0,1468.0,1903.0,987.0,335.0,88.0,32.5,4807.0,1216.0,284.0,762.0,187.0,7256.0,5138.0,4194.0,4002.0,192.0,944.0,261,3604.0,3262.0,185.0,125.0,0.0,32.0,4568.0,4405.0,1931.0,0.0,225.0,374.0,412.0,879.0,327.0,108352.0,2217.0,2049.0,168.0,38.0,2255.0,1394.0,701.0,0.0,0.0,160.0,7.0,1889.0,265.0,101.0,0.0,n/a,0.0,551.0,717.0,875.0,112.0,98.0,1487.0,464.0,0.0,251600.0,4088.0,Health Care,Manufacturing,Retail Trade,Education,Professional,464.0,442.0,391.0,387.0,322.0,788.0,Construction,Manufacturing,Administration,Wholesale Trade,Public Administration,177.0,176.0,172.0,59.0,50.0,Elgin,Out of Region,Chicago,Schaumburg,Unincorporated,553.0,475.0,439.0,187.0,172.0,Out of Region,Elgin,Unincorporated,Huntley,Gilberts,107.0,91.0,82.0,42.0,35.0,38.11799,24.59462,62.7126,47.59934,15.58499,63.18432,75.14843,35.81382,110.96224,47.47061,24.11796,71.58857,,,,28833.42321,21890747,151653242,1441290,10636221,263210,1262919,0,165256882,N/A,17.89568555,3555.440293,759.5514573,21.36307728,0,0,0,0,20.04023531,0.56364989,31.15771578,0.876339165,125.6712191,3.534617621,426.9151046,12.00737657,1490.14188,41.91159905,123.1044207,3.462424077,578.85826,16.28091635
Glen Ellyn,26999,27450,451,27394.0,7738.0,4036.0,5562.0,6084.0,2608.0,1366.0,40.6,22476.0,1236.0,1012.0,2173.0,497.0,27354.0,21055.0,14232.0,12928.0,1293.0,6823.0,1232,11466.0,9050.0,677.0,1346.0,354.0,39.0,18307.0,17318.0,11248.0,1611.0,1665.0,1282.0,1017.0,1761.0,3107.0,91051.0,10443.0,7830.0,2613.0,366.0,10809.0,6562.0,822.0,26.0,198.0,3201.0,6.6,1141.0,3947.0,4051.0,1670.0,1968.0,1953.0,2016.0,3203.0,2907.0,730.0,823.0,1573.0,2952.0,2482.0,386400.0,12491.0,Health Care,Education,Professional,Retail Trade,Manufacturing,1363.0,1348.0,1326.0,1223.0,1015.0,12394.0,Education,Health Care,Retail Trade,Professional,Accommodation and Food Service,4431.0,1485.0,945.0,784.0,781.0,Chicago,Glen Ellyn,Out of Region,Wheaton,Naperville,2020.0,1084.0,679.0,570.0,427.0,Unincorporated,Glen Ellyn,Wheaton,Chicago,Out of Region,1198.0,1084.0,927.0,839.0,698.0,33.49029,20.64272,54.13301,42.75173,11.37829,54.13002,58.92354,28.87763,87.80116,40.75102,19.53567,60.28669,8425.0,-2103.0,-19.97530395136778,18524.17744,334596245,1046817824,134592061,0,620773,0,0,1182030658,55,24.35384709,4335.56937,1994.395399,46.00077242,167.5349734,3.864197736,0,0,217.1066356,5.007569182,429.1454975,9.898250054,0,0,806.3640203,18.59880333,0,0,668.5200711,15.4194297,52.50277306,1.210977581
Glencoe,8762,8723,-39,8824.0,2870.0,584.0,1812.0,2236.0,970.0,352.0,44.0,8242.0,245.0,64.0,154.0,119.0,8819.0,6308.0,3967.0,3829.0,138.0,2341.0,595,3187.0,2147.0,169.0,731.0,140.0,0.0,5702.0,5629.0,4866.0,151.0,295.0,127.0,231.0,427.0,1821.0,171250.0,3052.0,2861.0,191.0,237.0,3289.0,3035.0,42.0,0.0,94.0,118.0,9.0,491.0,359.0,1337.0,1102.0,1954.0,128.0,206.0,614.0,1269.0,1072.0,64.0,159.0,198.0,2440.0,863400.0,3471.0,Professional,Education,Finance,Health Care,Retail Trade,533.0,377.0,362.0,354.0,299.0,2788.0,Education,Retail Trade,Finance,Public Administration,Accommodation and Food Service,531.0,441.0,290.0,270.0,267.0,Chicago,Evanston,Glencoe,Out of Region,Northbrook,1477.0,177.0,165.0,145.0,122.0,Chicago,Glencoe,Evanston,Out of Region,Highland Park,583.0,165.0,149.0,128.0,118.0,48.69136,23.33051,72.02187,61.03367,14.44676,75.48044,96.82572,33.81306,130.63878,60.72083,22.70604,83.42687,,,,18508.24128,190692664,763955032,32030613,0,609535,0,0,796595180,N/A,91.77764089,2418.823498,1130.502733,46.73771088,4.682062465,0.19356776,2.650157294,0.109563897,25.02900898,1.034759626,49.68748225,2.054200412,0.111980916,0.004629561,397.1110156,16.41752761,0,0,802.1349542,33.16219455,6.914102999,0.285845702
Glendale Heights,31765,34208,2443,34436.0,9733.0,8499.0,7154.0,6210.0,2401.0,439.0,33.3,12695.0,10733.0,2036.0,7991.0,981.0,34409.0,26630.0,19998.0,17889.0,2109.0,6632.0,382,17086.0,14400.0,1926.0,394.0,195.0,171.0,21880.0,17865.0,6348.0,1556.0,3063.0,2598.0,1871.0,1487.0,776.0,60879.0,11351.0,7800.0,3551.0,948.0,12299.0,5434.0,2770.0,54.0,136.0,3887.0,5.0,881.0,8383.0,2896.0,139.0,1977.0,1728.0,4533.0,4047.0,1730.0,261.0,2389.0,4902.0,501.0,8.0,173900.0,16847.0,Manufacturing,Health Care,Retail Trade,Administration,Wholesale Trade,2473.0,2062.0,1897.0,1378.0,1308.0,11291.0,Manufacturing,Retail Trade,Wholesale Trade,Health Care,Education,3589.0,1721.0,1522.0,744.0,713.0,Chicago,Glendale Heights,Out of Region,Carol Stream,Schaumburg,2440.0,961.0,778.0,738.0,651.0,Chicago,Glendale Heights,Unincorporated,Out of Region,Carol Stream,981.0,961.0,868.0,838.0,585.0,31.13145,20.17892,51.31037,40.37477,10.90733,51.2821,51.35703,28.11496,79.47199,38.18488,19.02202,57.20689,10527.0,-542.0,-4.896557954648116,19563.66139,690246566,360650030,85859932,103878030,0,5264,0,550393256,49,12.43298017,3527.819047,1200.772721,34.03725374,220.9255716,6.262383889,0,0,250.2054191,7.092354108,181.1949531,5.136174806,458.3038233,12.9911375,705.0904572,19.9865823,19.66316845,0.557374632,425.3097989,12.05588476,66.35313484,1.88085426
