,GEOG,MEDINC,IN_LBFRC,EMP,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,OTHER,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,TOT_POP,TOT_HH,WHITE,HISP,BLACK,ASIAN,2010_POP,2000_POP,YEAR,EMP_RATE,WHITE_PCT,HISP_PCT,BLACK_PCT,ASIAN_PCT,OTHER_PCT,OWN_OCC_HU_PCT,RENT_OCC_HU_PCT,VAC_HU_PCT
60,Roseland,37967.11247,17935.0,14275.0,10671.0,1304.0,2597.0,1557.0,2140.0,1944.886308,1737.0,5945.0,6571.0,2692.0,1366.0,66.0,8896.0,6628.0,2787.0,45285.0,15524.0,503.0,357.0,43581.0,217.0,52723,44619,2014,0.7959297463061054,0.011107430716572816,0.00788340510102683,0.962371646240477,0.0047918736888594455,0.001457436237164624,0.5730481834578717,0.4269518165421283,0.1795284720432878
61,South Chicago,30559.4811,11913.0,9548.0,4129.0,408.0,3683.0,3699.0,2518.0,1928.344853,2262.0,4991.0,5253.0,1465.0,489.0,152.0,4472.0,6298.0,3690.0,29458.0,10770.0,927.0,6962.0,21206.0,86.0,38596,31198,2014,0.801477377654663,0.03146853146853147,0.23633647905492566,0.7198723606490597,0.0029194106864009776,0.005159888655034286,0.41522748375116064,0.5847725162488394,0.3426183844011142
62,South Deering,32278.30531,6897.0,5772.0,2649.0,1759.0,830.0,337.0,329.0,1951.134653,534.0,2027.0,2653.0,546.0,152.0,0.0,3128.0,2204.0,580.0,16445.0,5332.0,891.0,5198.0,10022.0,49.0,16990,15109,2014,0.8368856024358416,0.05418060200668896,0.31608391608391606,0.6094253572514442,0.0029796290665855883,0.0,0.5866466616654163,0.41335333833458365,0.10877719429857464
63,South Lawndale,32837.37404,29169.0,24549.0,3559.0,312.0,7339.0,6816.0,2721.0,1908.428605,2369.0,10532.0,6060.0,1110.0,676.0,270.0,5915.0,10539.0,4293.0,70557.0,16454.0,3065.0,59370.0,7856.0,115.0,91071,79288,2014,0.8416126709863211,0.04344005555791771,0.8414473404481483,0.11134260243491079,0.0016298878920589027,0.003826693311790467,0.3594870548194968,0.6405129451805032,0.26090920140999146
64,South Shore,30421.32802,24725.40702,19838.26465,3577.0,865.0,2430.0,6554.0,16785.0,1943.098342,11877.0,10043.0,5966.0,1724.0,631.0,310.0,5675.0,17345.0,7221.0,50138.0,23020.0,762.0,843.0,47241.0,114.0,61556,52010,2014,0.8023432995037508,0.015198053372691372,0.016813594479237304,0.942219474251067,0.002273724520323906,0.006182935099126411,0.24652476107732407,0.753475238922676,0.3136837532580365
65,The Loop,79016.47872,17499.0,16495.0,153.0,186.0,147.0,122.0,16761.0,1985.010865,10047.0,6035.0,1246.0,240.0,14.0,615.0,6257.0,8300.0,3025.0,26363.0,14557.0,16716.0,1452.0,3139.0,4362.0,16388,29283,2014,0.9426252928738785,0.6340704775632515,0.05507719151841596,0.11906839130599704,0.1654591662557372,0.02332814930015552,0.42982757436284946,0.5701724256371505,0.20780380572920246
66,Uptown,43513.89218,35284.0,32104.0,1102.0,424.0,999.0,1931.0,27975.0,1929.320245,18038.0,9259.0,4343.0,428.0,376.0,571.0,9490.0,19951.0,3003.0,54995.0,29441.0,28769.0,7010.0,11062.0,6402.0,63551,56362,2014,0.9098741639269924,0.5231202836621511,0.12746613328484407,0.20114555868715336,0.11641058278025275,0.010382762069279025,0.32233959444312354,0.6776604055568765,0.10200061139227608
67,Washington Heights,41347.55652,11768.0,9320.0,7688.0,171.0,809.0,824.0,1111.0,1948.82565,867.0,2985.0,4796.0,1317.0,644.0,60.0,6254.0,3054.0,1301.0,26021.0,9308.0,257.0,189.0,25390.0,2.0,29843,26493,2014,0.7919782460910945,0.009876638099996157,0.00726336420583375,0.9757503554821106,7.686099688712963e-05,0.0023058299066138887,0.6718951439621831,0.3281048560378169,0.13977223893425011
68,Washington Park,22903.26538,4664.0,3331.0,351.0,231.0,414.0,1519.0,3101.0,1947.209604,964.0,2090.0,1962.0,477.0,134.0,24.0,833.0,3309.0,1485.0,11146.0,4142.0,20.0,132.0,10882.0,9.0,14146,11717,2014,0.7141938250428816,0.0017943656917279742,0.01184281356540463,0.9763143728691908,0.0008074645612775884,0.002153238830073569,0.20111057460164172,0.7988894253983583,0.3585224529212941
69,West Elsdon,46535.32916,9456.205524,7874.965069,3541.256785,215.1002088,577.6638831,465.2651357,535.1753653,1955.944937,439.0,1430.340292,2458.106472,657.0146138,361.0,26.0,3693.602679,1338.875,313.3382046,19005.64612,5032.477679,3376.93837,14826.12922,406.5308151,324.0477137,15921,18109,2014,0.832782774127869,0.17768079804697529,0.7800907754668853,0.021390002346313285,0.0170500761538961,0.0013680145276744739,0.7339531170526629,0.2660468829473372,0.06226320802326205
70,West Englewood,26450.92927,14055.0,9013.0,7020.0,269.0,3963.0,1601.0,835.0,1912.304792,1280.0,3740.0,5234.0,2298.0,1164.0,110.0,4884.0,5480.0,3352.0,35294.0,10364.0,429.0,904.0,33477.0,41.0,45282,35505,2014,0.6412664532194948,0.012155040516801722,0.025613418711395705,0.9485181617272057,0.0011616705389017963,0.0031166770555901852,0.4712466229255114,0.5287533770744887,0.323427248166731
71,West Garfield Park,24502.29128,6624.069864,4916.26939,782.0479452,106.0082192,3251.228767,1814.250685,2051.520548,1905.909676,1761.228767,2138.393151,2950.350685,952.0780822,217.0054795,256.0,1486.190641,4228.956672,2304.149315,19384.86264,5715.147314,274.0994671,240.2510361,18771.25636,18.0,23019,18001,2014,0.7421825993591302,0.01413987151677852,0.012393744570789489,0.9683461115306619,0.0009285595845728418,0.013206180758369305,0.26004415273065346,0.739955847094373,0.4031653408750612
72,West Lawn,47702.35797,15176.0,13726.0,7201.0,90.0,834.0,462.0,1132.0,1954.559648,754.0,2465.0,4011.0,1661.0,838.0,29.0,7068.0,2043.0,618.0,32950.0,9111.0,5514.0,26078.0,1041.0,95.0,29235,33355,2014,0.904454401686874,0.16734446130500757,0.7914415781487102,0.03159332321699545,0.002883156297420334,0.0008801213960546282,0.7757655581165624,0.2242344418834376,0.06783009548896937
73,West Pullman,39878.27664,12373.97073,9993.97714,8021.742373,243.0915254,2080.0,650.4474576,680.7457627,1952.981244,638.0576271,2842.847458,5448.810169,1826.844068,932.4677966,21.0,5854.136531,3511.684502,2322.610169,30770.79033,9365.821033,390.4813847,1388.0,28757.30895,0.0,36649,29651,2014,0.8076612882047768,0.012690001800808474,0.04510771368282889,0.9345651717617095,0.0,0.0006824654087459703,0.6250532132071758,0.3749467867928242,0.24798788710743028
74,West Ridge,45367.44011,35098.0,32006.0,5398.0,1482.0,2934.0,6774.0,10969.0,1947.298319,6171.0,9946.0,9125.0,1649.0,748.0,403.0,12314.0,12088.0,3237.0,73705.0,24402.0,31779.0,15260.0,7683.0,17078.0,73199,71942,2014,0.9119038121830304,0.4311647785089207,0.20704158469574654,0.10423987517807476,0.23170748253171428,0.005467743029645207,0.5046307679698385,0.4953692320301615,0.1326530612244898
75,West Town,69154.63441,57593.86904,53758.75959,4712.0,1800.0,6547.0,14351.0,14291.0,1935.282311,8604.0,19239.0,10623.0,2549.0,761.0,990.0,15242.0,22490.0,4044.0,84948.0,37732.0,48721.0,24083.0,7106.0,3448.0,87435,82236,2014,0.9334111509796912,0.5735391062767811,0.2835028488016198,0.08365117483637048,0.040589537128596316,0.011654188444695578,0.40395420332873955,0.5960457966712605,0.1071769320470688
76,Woodlawn,25796.21169,10259.59298,7747.735352,976.0,513.0,2304.0,3629.0,4946.0,1946.908742,2896.0,3914.0,4293.0,965.0,314.0,104.0,2037.0,6945.0,3400.0,21833.0,8982.0,1630.0,385.0,18927.0,515.0,27086,23740,2014,0.7551698558708321,0.07465762836073833,0.017633857005450466,0.8668987312783402,0.02358814638391426,0.004763431502771034,0.22678690714762859,0.7732130928523714,0.3785348474727232
0,Albany Park,50085.24833,30607.0,27198.0,3226.0,168.0,3305.0,3928.0,7347.0,,4504.0,7616.0,4409.0,1165.0,319.0,1202.0,6198.0,10411.0,1404.0,54018.0,16609.0,15392.0,27953.0,2147.0,7324.0,51542,57655,2015,0.8886202502695462,0.2849420563515865,0.5174756562627273,0.03974601058906291,0.13558443481802362,0.022251841978599727,0.37317117225600577,0.6268288277439942,0.08453248238906617
1,Archer Heights,43759.61538,6993.0,5830.0,2004.0,76.0,1138.0,718.0,183.0,,290.0,1502.0,1669.0,431.0,288.0,84.0,2280.0,1523.0,378.0,14106.0,3802.0,2906.0,10708.0,205.0,203.0,13393,12644,2015,0.8336908336908337,0.20601162625832978,0.759109598752304,0.014532822912235928,0.014391039274067773,0.005954912803062527,0.5996843766438716,0.4005786428195687,0.09942135718043135
2,Armour Square,24101.0274,7511.0,6326.0,389.0,893.0,762.0,1161.0,2508.0,,1530.0,1707.0,1926.0,398.0,159.0,510.0,1965.0,3278.0,478.0,14176.0,5244.0,1624.0,517.0,1670.0,9855.0,13391,12032,2015,0.8422313939555319,0.11455981941309255,0.03647009029345372,0.11780474040632054,0.6951890519187359,0.03597629796839729,0.37471395881006864,0.6250953470633105,0.09115179252479023
3,Ashburn,67286.12167,21724.0,18983.0,11876.0,82.0,205.0,436.0,788.0,,242.0,2279.0,7456.0,2593.0,830.0,212.0,11060.0,1767.0,573.0,42821.0,12827.0,6814.0,14699.0,20940.0,156.0,41081,39584,2015,0.8738261830233843,0.15912753088437917,0.3432661544569253,0.4890124004577193,0.003643072324326849,0.004950841876649308,0.8622437046854292,0.13775629531457081,0.04467139627348562
4,Auburn Gresham,29167.30769,21283.0,15210.0,8529.0,593.0,4061.0,3859.0,3528.0,,3958.0,6593.0,6986.0,2192.0,897.0,442.0,7800.0,9515.0,3311.0,48934.0,17315.0,127.0,653.0,47594.0,118.0,48743,55928,2015,0.7146548888784476,0.0025953324886581926,0.013344504843258265,0.972616176891323,0.0024114112886745413,0.009032574488085993,0.45047646549234766,0.5495235345076523,0.1912214842622004
5,Austin,31912.19614,41624.0,32238.0,9650.0,609.0,11606.0,7367.0,8842.0,,7798.0,13924.0,11379.0,3142.0,1946.0,851.0,12753.0,19306.0,6130.0,97997.0,32059.0,4456.0,9253.0,82991.0,446.0,98514,117527,2015,0.7745050932154526,0.04547077971774646,0.09442125779360593,0.8468728634550037,0.004551159729379471,0.008683939304264416,0.39779781028728284,0.6022021897127172,0.1912099566424405
6,Avalon Park,45896.0177,5030.0,3942.0,2924.0,226.0,432.0,435.0,434.0,,658.0,1094.0,1737.0,742.0,220.0,60.0,2614.0,1311.0,526.0,9925.0,3927.0,192.0,35.0,9596.0,43.0,10185,11147,2015,0.7836978131212724,0.019345088161209067,0.003526448362720403,0.9668513853904283,0.004332493702770781,0.006045340050377834,0.6656480774127833,0.33384262796027503,0.13394448688566335
7,Avondale,44727.12238,22247.0,20123.0,2552.0,537.0,4516.0,4521.0,2998.0,,2674.0,7043.0,4062.0,888.0,535.0,862.0,5411.0,8296.0,1495.0,40262.0,13707.0,11699.0,25639.0,794.0,1268.0,39262,43083,2015,0.9045264530048995,0.2905717550047191,0.6368039342307883,0.01972082857284785,0.03149371615915752,0.021409766032487208,0.39476180053987014,0.6052381994601299,0.10906835923250893
8,Belmont Cragin,42490.18838,39538.0,33285.0,8743.0,328.0,6159.0,5759.0,2910.0,,3580.0,9929.0,6841.0,1958.0,1699.0,843.0,10792.0,10694.0,2521.0,78229.0,21485.0,11640.0,61488.0,3321.0,937.0,78743,78144,2015,0.8418483484243007,0.14879392552633933,0.7860000766978997,0.042452287514860215,0.011977655345204464,0.010776054915696226,0.5023039329764952,0.49774261112404,0.1173376774493833
9,Beverly,91282.7641,11195.0,10335.0,6486.0,132.0,432.0,137.0,1106.0,,776.0,1494.0,3220.0,1995.0,808.0,462.0,6418.0,1378.0,497.0,21762.0,7796.0,12157.0,1304.0,7792.0,47.0,20034,21992,2015,0.9231799910674409,0.5586343166988328,0.0599209631467696,0.3580553257972613,0.0021597279661795792,0.021229666390956713,0.823242688558235,0.176757311441765,0.0637506413545408
10,Bridgeport,42572.76507,18538.0,15781.0,3864.0,513.0,3560.0,3587.0,2203.0,,2129.0,5543.0,4456.0,1163.0,504.0,888.0,5637.0,6404.0,1753.0,32583.0,12040.0,10560.0,8980.0,753.0,11402.0,31977,33694,2015,0.8512784550652713,0.32409538716508607,0.2756038424945524,0.023110210846146763,0.34993708375533256,0.02725347573888224,0.4681893687707641,0.5318936877076412,0.14559800664451827
11,Brighton Park,36517.27862,20315.0,17308.0,3534.0,138.0,5866.0,3606.0,613.0,,1117.0,5985.0,4875.0,1133.0,685.0,23.0,5424.0,6296.0,2075.0,43567.0,11720.0,3425.0,36267.0,744.0,3108.0,45368,44912,2015,0.8519812946098941,0.07861454770812772,0.8324419859067643,0.017077145545940735,0.07133839832901048,0.00052792251015677,0.46279863481228667,0.5372013651877133,0.17704778156996587
12,Burnside,18685.56701,1049.0,839.0,630.0,32.0,245.0,149.0,205.0,,289.0,285.0,463.0,182.0,52.0,0.0,478.0,484.0,309.0,2837.0,962.0,18.0,0.0,2819.0,0.0,2916,3294,2015,0.7998093422306959,0.00634473034896017,0.0,0.9936552696510398,0.0,0.0,0.4968814968814969,0.5031185031185031,0.3212058212058212
13,Calumet Heights,55702.47934,6368.0,4979.0,4555.0,151.0,629.0,451.0,264.0,,343.0,1671.0,2817.0,1018.0,246.0,106.0,4272.0,1214.0,609.0,13854.0,5486.0,217.0,689.0,12829.0,13.0,13812,15974,2015,0.7818781407035176,0.01566334632597084,0.049732929117944275,0.926014147538617,0.0009383571531687599,0.007651219864299119,0.7787094422165513,0.22129055778344878,0.11100984323733139
14,Chatham,31976.0274,14991.0,11312.0,5203.0,619.0,1699.0,3734.0,5568.0,,5133.0,5499.0,4653.0,1233.0,325.0,356.0,5095.0,8612.0,3136.0,31924.0,13705.0,169.0,126.0,31244.0,28.0,31028,37275,2015,0.7545860849843239,0.005293822829219396,0.003946873825335171,0.9786994111013657,0.0008770830722967047,0.011151484776343817,0.3717621306092667,0.6283838015322875,0.22882159795695
15,Chicago Lawn,33981.25509,23703.0,19041.0,8223.0,200.0,3995.0,3135.0,3335.0,,3362.0,5858.0,6514.0,2046.0,1146.0,356.0,6992.0,8594.0,3340.0,55598.0,15586.0,1934.0,24409.0,28451.0,448.0,55628,61412,2015,0.8033160359448172,0.03478542393611281,0.4390265836900608,0.5117270405410267,0.008057843807331199,0.0064031080254685424,0.44860772488130374,0.5513922751186963,0.21429488002053124
16,Clearing,57734.20479,12878.0,11513.0,5405.0,561.0,486.0,820.0,1829.0,,935.0,2481.0,4283.0,1072.0,351.0,148.0,6255.0,2107.0,760.0,23399.0,8362.0,12250.0,10554.0,147.0,300.0,23139,22331,2015,0.8940052803230315,0.5235266464378819,0.4510449164494209,0.0062823197572545834,0.012821060729090986,0.006325056626351554,0.7480267878497967,0.2519732121502033,0.09088734752451566
17,Douglas,33574.76636,9522.0,7630.0,666.0,725.0,270.0,477.0,8425.0,,5225.0,3060.0,1559.0,627.0,116.0,252.0,1700.0,7286.0,1601.0,19074.0,8986.0,2279.0,508.0,13583.0,2452.0,18238,26470,2015,0.8013022474270112,0.11948201740589284,0.02663311313830345,0.7121212121212122,0.12855195554157492,0.013211701793016672,0.18918317382595148,0.8108168261740485,0.17816603605608725
18,Dunning,60369.97319,24138.0,21591.0,10542.0,636.0,1351.0,1011.0,2640.0,,1788.0,5820.0,5836.0,2068.0,730.0,390.0,11281.0,3891.0,1070.0,42405.0,15172.0,29642.0,10439.0,463.0,1471.0,41932,42164,2015,0.8944817300521999,0.6990213418228982,0.24617380025940339,0.010918523758990686,0.03468930550642613,0.00919702865228157,0.7435407329290799,0.2564592670709201,0.07052465067229106
19,East Garfield Park,25196.93654,7402.0,5879.0,1157.0,383.0,2218.0,2592.0,2392.0,,1938.0,2562.0,3008.0,908.0,331.0,146.0,1795.0,5104.0,1847.0,20696.0,6899.0,712.0,518.0,19240.0,81.0,20567,20881,2015,0.7942447987030532,0.03440278314650174,0.02502899110939312,0.9296482412060302,0.003913799768071125,0.007054503285659064,0.2601826351645166,0.7398173648354834,0.2677199594144079
20,East Side,43198.92473,10592.0,8835.0,4752.0,210.0,1759.0,858.0,166.0,,354.0,2236.0,3773.0,956.0,437.0,94.0,4663.0,2106.0,988.0,23494.0,6769.0,4146.0,18557.0,581.0,116.0,23042,23653,2015,0.834120090634441,0.17647058823529413,0.7898612411679578,0.024729718225930026,0.004937430833404273,0.0040010215374138075,0.6888757571280839,0.3111242428719161,0.14595952134731865
21,Edgewater,44299.35012,34826.0,31378.0,2134.0,358.0,2164.0,2739.0,24710.0,,17965.0,8641.0,4218.0,872.0,422.0,2055.0,11079.0,17660.0,3379.0,55548.0,28739.0,29695.0,9455.0,7390.0,6953.0,56521,62198,2015,0.9009935105955321,0.5345827032476417,0.1702131489882624,0.13303809318067258,0.12517102325916324,0.0369950313242601,0.3855040189289815,0.6144959810710184,0.11757542016075716
22,Edison Park,80230.38605,5992.0,5552.0,3342.0,51.0,85.0,217.0,1178.0,,512.0,1613.0,1699.0,768.0,281.0,104.0,3692.0,839.0,341.0,10735.0,4532.0,9692.0,683.0,0.0,256.0,11187,11328,2015,0.9265687583444593,0.9028411737307871,0.06362366092221705,0.0,0.023847228691197018,0.00968793665579879,0.8146513680494263,0.1851279788172992,0.07524271844660194
23,Englewood,19168.25095,10241.0,6603.0,3331.0,347.0,5275.0,2337.0,3194.0,,2606.0,4610.0,4892.0,1495.0,892.0,417.0,2925.0,6593.0,4977.0,28361.0,9518.0,188.0,308.0,27426.0,22.0,30654,40222,2015,0.6447612537838102,0.00662882126864356,0.010859983780543704,0.9670321920947781,0.0007757131271816932,0.014703289728853002,0.30731246060096656,0.6926875393990334,0.5229039714225677
24,Forest Glen,92331.67082,9750.0,9115.0,5843.0,287.0,392.0,234.0,399.0,,343.0,1606.0,3737.0,1125.0,344.0,254.0,5998.0,750.0,407.0,18732.0,6746.0,13751.0,2214.0,153.0,2359.0,18508,18165,2015,0.9348717948717948,0.7340913944052958,0.11819346572709802,0.008167841127482383,0.12593423019431987,0.013559683963271407,0.8891194782093093,0.11117699377408835,0.06033204862140528
25,Fuller Park,16965.64885,1114.0,725.0,336.0,55.0,503.0,195.0,502.0,,550.0,415.0,408.0,131.0,99.0,11.0,405.0,784.0,413.0,2867.0,1186.0,79.0,228.0,2534.0,15.0,2876,3420,2015,0.6508078994614004,0.027554935472619464,0.07952563655388908,0.8838507150331357,0.005231949773282177,0.0038367631670735963,0.3414839797639123,0.6610455311973018,0.3482293423271501
26,Gage Park,37321.42857,19066.0,15457.0,4863.0,55.0,2630.0,2061.0,832.0,,1252.0,3709.0,3626.0,1201.0,680.0,45.0,5179.0,4214.0,1075.0,39580.0,9393.0,1627.0,35998.0,1545.0,365.0,39894,39193,2015,0.8107101646910732,0.04110661950480041,0.909499747347145,0.03903486609398686,0.009221829206670036,0.0011369378473976757,0.5513680400298094,0.44863195997019056,0.11444692856382413
27,Garfield Ridge,62946.80111,18258.0,15945.0,10387.0,281.0,538.0,629.0,830.0,,809.0,2665.0,6709.0,1657.0,838.0,234.0,9684.0,2190.0,804.0,34672.0,11861.0,17700.0,14368.0,1770.0,600.0,34513,36101,2015,0.8733158067696353,0.5104983848638671,0.4143977849561606,0.05104983848638671,0.017305029995385326,0.006748961698200277,0.8164572970238597,0.1846387319787539,0.06778517831548773
28,Grand Boulevard,30523.25581,10807.0,8018.0,1096.0,734.0,897.0,3394.0,6148.0,,3265.0,3529.0,3802.0,1216.0,497.0,441.0,2695.0,7241.0,2373.0,22386.0,9865.0,957.0,631.0,20257.0,100.0,21929,28006,2015,0.7419265291015082,0.042749932993835435,0.028187259894576967,0.904895917091039,0.004467077637809345,0.019699812382739212,0.27318803852002027,0.7340091231626964,0.24054738976178408
29,Greater Grand Crossing,27865.13158,14316.0,10845.0,4664.0,263.0,4572.0,2841.0,3672.0,,3532.0,5614.0,4777.0,1349.0,757.0,450.0,4227.0,7868.0,3934.0,32804.0,12095.0,392.0,577.0,31348.0,37.0,32602,38619,2015,0.7575440067057837,0.01194976222411901,0.01758931837580783,0.9556151688818437,0.0011279112303377637,0.01371783928789172,0.3494832575444399,0.6505167424555601,0.32525837122778006
30,Hegewisch,48177.57009,4473.0,4035.0,2546.0,41.0,624.0,350.0,167.0,,217.0,1114.0,1899.0,611.0,133.0,67.0,2694.0,915.0,364.0,9854.0,3609.0,4002.0,5079.0,686.0,20.0,9426,9781,2015,0.9020791415157612,0.40612949056220826,0.5154252080373453,0.06961639943170286,0.0020296326364927946,0.006799269332250862,0.7464671654197839,0.25353283458021614,0.10085896370185647
31,Hermosa,38477.40668,12989.0,11176.0,2090.0,24.0,2503.0,2377.0,780.0,,1180.0,3135.0,2454.0,676.0,367.0,192.0,2820.0,4128.0,864.0,25265.0,6948.0,1842.0,22750.0,332.0,149.0,25010,26908,2015,0.8604203556855801,0.07290718385117752,0.9004551751434792,0.013140708490005938,0.00589748664159905,0.007599445873738373,0.4058721934369603,0.5941278065630398,0.12435233160621761
32,Humboldt Park,30580.13766,21651.0,17930.0,4043.0,173.0,7058.0,5084.0,3528.0,,4344.0,6752.0,6366.0,1525.0,909.0,465.0,6013.0,10291.0,3592.0,52788.0,16304.0,2852.0,27886.0,21481.0,104.0,56323,65836,2015,0.8281372684864441,0.05402743047662348,0.5282639993938016,0.40692960521330607,0.0019701447298628477,0.008808820186406002,0.3688052011776251,0.6311947988223748,0.22031403336604513
33,Hyde Park,47864.17323,14559.0,13227.0,690.0,1009.0,135.0,1207.0,11653.0,,6903.0,3529.0,2716.0,1133.0,428.0,854.0,4587.0,7971.0,2151.0,26831.0,12558.0,12561.0,1324.0,8888.0,3204.0,25681,29920,2015,0.9085101998763652,0.46815251015616266,0.04934590585516753,0.3312586187618799,0.11941411054377399,0.03182885468301591,0.3652651696129957,0.6347348303870043,0.1712852365026278
34,Irving Park,48078.1759,31868.0,28509.0,5477.0,499.0,4734.0,4683.0,6967.0,,5252.0,9123.0,5303.0,1740.0,942.0,1186.0,9485.0,10817.0,2058.0,56841.0,20302.0,23748.0,26387.0,1536.0,3984.0,53359,58643,2015,0.8945964603991465,0.4177970127196918,0.46422476733343887,0.02702274766453792,0.07009025175489524,0.020865220527436182,0.4671953502118018,0.5328046497881982,0.10136932321938726
35,Jefferson Park,60412.17672,14635.0,12779.0,5189.0,114.0,2486.0,1711.0,1424.0,,1617.0,4164.0,3442.0,1180.0,537.0,436.0,6439.0,3470.0,1031.0,27212.0,9909.0,18061.0,5682.0,344.0,2689.0,25448,25859,2015,0.8731807311240177,0.6637145377039542,0.2088049389975011,0.01264148169925033,0.09881669851536087,0.01602234308393356,0.6498133010394591,0.35018669896054094,0.1040468261176708
